ticker,exchange,sector,industry,state_val,city,lat,lon,rpt_year,revenue_scaled,income_tax_scaled,net_income_scaled,market_cap,median_hh_income
PFG,NASDAQ,Financials,Life & Health Insurance,IA,Des Moines,41.58815,-93.62698,2019,16222000000,249000000,1394000000,15455000000,60523
PG,NYSE,Consumer Staples,Personal Products,OH,Cincinnati,39.1037,-84.5136,2016,65299000000,3342000000,9931000000,239124000000,53985
PG,NYSE,Consumer Staples,Personal Products,OH,Cincinnati,39.1037,-84.5136,2017,65058000000,3063000000,10109000000,251751000000,59768
PG,NYSE,Consumer Staples,Personal Products,OH,Cincinnati,39.1037,-84.5136,2018,66832000000,3465000000,9750000000,244231000000,61633
PG,NYSE,Consumer Staples,Personal Products,OH,Cincinnati,39.1037,-84.5136,2019,67684000000,2103000000,3897000000,317246000000,56602
PG,NYSE,Consumer Staples,Personal Products,OH,Cincinnati,39.1037,-84.5136,2020,70950000000,2731000000,13027000000,361653000000,0
PGR,NYSE,Financials,Property & Casualty Insurance,OH,Mayfield Village,41.538944,-81.45282,2015,20855000000,611000000,1268000000,18730200000,53301
PGR,NYSE,Financials,Property & Casualty Insurance,OH,Mayfield Village,41.538944,-81.45282,2016,23504000000,414000000,1031000000,20767500000,53985
PGR,NYSE,Financials,Property & Casualty Insurance,OH,Mayfield Village,41.538944,-81.45282,2017,26816000000,541000000,1592000000,33003520000,59768
PGR,NYSE,Financials,Property & Casualty Insurance,OH,Mayfield Village,41.538944,-81.45282,2018,31955000000,543000000,2615000000,35413710000,61633
PGR,NYSE,Financials,Property & Casualty Insurance,OH,Mayfield Village,41.538944,-81.45282,2019,38998000000,1180000000,3970000000,42492930000,56602
PH,NYSE,Industrials,Industrial Machinery,OH,Cleveland,41.5059,-81.45977,2016,11361000000,308000000,807000000,19180000000,53985
PH,NYSE,Industrials,Industrial Machinery,OH,Cleveland,41.5059,-81.45977,2017,12029000000,345000000,983000000,27142880000,59768
PH,NYSE,Industrials,Industrial Machinery,OH,Cleveland,41.5059,-81.45977,2018,14302000000,641000000,1061000000,20133900000,61633
PH,NYSE,Industrials,Industrial Machinery,OH,Cleveland,41.5059,-81.45977,2019,14320000000,420000000,1512000000,27168240000,56602
PH,NYSE,Industrials,Industrial Machinery,OH,Cleveland,41.5059,-81.45977,2020,13696000000,306000000,1206000000,35028500000,0
PKG,NYSE,Materials,Paper Packaging,IL,Lake Forest,42.24255,-87.892715,2015,5742000000,228000000,432000000,6115850000,60413
PKG,NYSE,Materials,Paper Packaging,IL,Lake Forest,42.24255,-87.892715,2016,5779000000,239000000,445000000,7973080000,61386
PKG,NYSE,Materials,Paper Packaging,IL,Lake Forest,42.24255,-87.892715,2017,6445000000,160000000,663000000,11331700000,64609
PKG,NYSE,Materials,Paper Packaging,IL,Lake Forest,42.24255,-87.892715,2018,7015000000,233000000,732000000,7845240000,70145
PKG,NYSE,Materials,Paper Packaging,IL,Lake Forest,42.24255,-87.892715,2019,6964000000,221000000,691000000,10527060000,65886
PKI,NYSE,Health Care,Health Care Equipment,MA,Waltham,42.3806,-71.235,2015,2105000000,20000000,189000000,6053410000,67861
PKI,NYSE,Health Care,Health Care Equipment,MA,Waltham,42.3806,-71.235,2016,2116000000,28000000,216000000,5736500000,72266
PKI,NYSE,Health Care,Health Care Equipment,MA,Waltham,42.3806,-71.235,2017,2257000000,140000000,157000000,8116320000,73227
PKI,NYSE,Health Care,Health Care Equipment,MA,Waltham,42.3806,-71.235,2018,2778000000,20000000,237000000,8797600000,86345
PKI,NYSE,Health Care,Health Care Equipment,MA,Waltham,42.3806,-71.235,2019,2884000000,9000000,228000000,10875200000,81215
PM,NYSE,Consumer Staples,Tobacco,NY,New York,40.75153,-73.97812,2015,26645000000,2688000000,6849000000,136173000000,58005
PM,NYSE,Consumer Staples,Tobacco,NY,New York,40.75153,-73.97812,2016,26723000000,2768000000,6948000000,141901000000,61437
PM,NYSE,Consumer Staples,Tobacco,NY,New York,40.75153,-73.97812,2017,28688000000,4307000000,6021000000,164074000000,62447
PM,NYSE,Consumer Staples,Tobacco,NY,New York,40.75153,-73.97812,2018,29607000000,2445000000,7895000000,103812000000,67274
PM,NYSE,Consumer Staples,Tobacco,NY,New York,40.75153,-73.97812,2019,29783000000,2293000000,7168000000,132400000000,68486
PNC,NYSE,Financials,Regional Banks,PA,Pittsburgh,40.4422,-79.995,2015,9323000000,1364000000,4089000000,49656510000,60389
PNC,NYSE,Financials,Regional Banks,PA,Pittsburgh,40.4422,-79.995,2016,9652000000,1268000000,3877000000,58480000000,60979
PNC,NYSE,Financials,Regional Banks,PA,Pittsburgh,40.4422,-79.995,2017,10814000000,102000000,5315000000,70124940000,63173
PNC,NYSE,Financials,Regional Banks,PA,Pittsburgh,40.4422,-79.995,2018,12582000000,1082000000,5280000000,54947700000,64524
PNC,NYSE,Financials,Regional Banks,PA,Pittsburgh,40.4422,-79.995,2019,13762000000,1062000000,5348000000,71514240000,61744
PNW,NYSE,Utilities,Multi-Utilities,AZ,Phoenix,33.453537,-112.06748,2015,3495000000,238000000,437000000,7221760000,52248
PNW,NYSE,Utilities,Multi-Utilities,AZ,Phoenix,33.453537,-112.06748,2016,3498000000,236000000,442000000,8739360000,57100
PNW,NYSE,Utilities,Multi-Utilities,AZ,Phoenix,33.453537,-112.06748,2017,3566000000,258000000,488000000,9540160000,61125
PNW,NYSE,Utilities,Multi-Utilities,AZ,Phoenix,33.453537,-112.06748,2018,3694000000,134000000,511000000,9627600000,62283
PNW,NYSE,Utilities,Multi-Utilities,AZ,Phoenix,33.453537,-112.06748,2019,3471000000,-16000000,538000000,10162090000,58945
POOL,NASDAQ,Consumer Discretionary,Distributors,LA,Covington,30.4789,-90.1042,2015,2363000000,80000000,128000000,3554320000,45922
POOL,NASDAQ,Consumer Discretionary,Distributors,LA,Covington,30.4789,-90.1042,2016,2571000000,93000000,149000000,4486620000,42196
POOL,NASDAQ,Consumer Discretionary,Distributors,LA,Covington,30.4789,-90.1042,2017,2788000000,78000000,192000000,5445300000,43903
POOL,NASDAQ,Consumer Discretionary,Distributors,LA,Covington,30.4789,-90.1042,2018,2998000000,59000000,234000000,6243300000,49973
POOL,NASDAQ,Consumer Discretionary,Distributors,LA,Covington,30.4789,-90.1042,2019,3200000000,56000000,262000000,8707580000,49469
PPG,NYSE,Materials,Specialty Chemicals,PA,Pittsburgh,40.4422,-79.995,2015,15330000000,456000000,1405000000,27076680000,60389
PPG,NYSE,Materials,Specialty Chemicals,PA,Pittsburgh,40.4422,-79.995,2016,14270000000,214000000,543000000,25300920000,60979
PPG,NYSE,Materials,Specialty Chemicals,PA,Pittsburgh,40.4422,-79.995,2017,14748000000,615000000,1369000000,30139560000,63173
PPG,NYSE,Materials,Specialty Chemicals,PA,Pittsburgh,40.4422,-79.995,2018,15374000000,353000000,1323000000,25046350000,64524
PPG,NYSE,Materials,Specialty Chemicals,PA,Pittsburgh,40.4422,-79.995,2019,15146000000,392000000,1243000000,31770620000,61744
PPL,NYSE,Utilities,Electric Utilities,PA,Allentown,40.6028,-75.4698,2015,7669000000,465000000,1601000000,22969490000,60389
PPL,NYSE,Utilities,Electric Utilities,PA,Allentown,40.6028,-75.4698,2016,7517000000,648000000,1896000000,23154000000,60979
PPL,NYSE,Utilities,Electric Utilities,PA,Allentown,40.6028,-75.4698,2017,7447000000,784000000,1126000000,21262650000,63173
PPL,NYSE,Utilities,Electric Utilities,PA,Allentown,40.6028,-75.4698,2018,7785000000,458000000,1825000000,20085970000,64524
PPL,NYSE,Utilities,Electric Utilities,PA,Allentown,40.6028,-75.4698,2019,7769000000,409000000,1745000000,26443560000,61744
PRU,NYSE,Financials,Life & Health Insurance,NJ,Newark,40.736744,-74.17148,2015,57119000000,2072000000,5642000000,37448600000,68357
PRU,NYSE,Financials,Life & Health Insurance,NJ,Newark,40.736744,-74.17148,2016,58779000000,1335000000,4368000000,46514820000,68468
PRU,NYSE,Financials,Life & Health Insurance,NJ,Newark,40.736744,-74.17148,2017,59689000000,-1438000000,7768000000,50131280000,72997
PRU,NYSE,Financials,Life & Health Insurance,NJ,Newark,40.736744,-74.17148,2018,62992000000,822000000,4026000000,34740300000,74176
PRU,NYSE,Financials,Life & Health Insurance,NJ,Newark,40.736744,-74.17148,2019,64807000000,947000000,4140000000,38527140000,82545
PSA,NYSE,Real Estate,Specialized REITs,CA,Glendale,34.1659,-118.29521,2015,2382000000,0,1307000000,43099800000,63636
PSA,NYSE,Real Estate,Specialized REITs,CA,Glendale,34.1659,-118.29521,2016,2561000000,0,1449000000,38889000000,66637
PSA,NYSE,Real Estate,Specialized REITs,CA,Glendale,34.1659,-118.29521,2017,2669000000,0,1437000000,36366000000,69759
PSA,NYSE,Real Estate,Specialized REITs,CA,Glendale,34.1659,-118.29521,2018,2906000000,0,1705000000,35219340000,70489
PSA,NYSE,Real Estate,Specialized REITs,CA,Glendale,34.1659,-118.29521,2019,2847000000,0,1516000000,37268000000,75235
PSX,NYSE,Energy,Oil & Gas Refining & Marketing,TX,Houston,29.740547,-95.56209,2015,85033000000,1764000000,4221000000,44744600000,56473
PSX,NYSE,Energy,Oil & Gas Refining & Marketing,TX,Houston,29.740547,-95.56209,2016,71349000000,547000000,1549000000,45797300000,58146
PSX,NYSE,Energy,Oil & Gas Refining & Marketing,TX,Houston,29.740547,-95.56209,2017,89547000000,-1693000000,5100000000,52496850000,59295
PSX,NYSE,Energy,Oil & Gas Refining & Marketing,TX,Houston,29.740547,-95.56209,2018,111269000000,1572000000,5589000000,40835100000,59785
PSX,NYSE,Energy,Oil & Gas Refining & Marketing,TX,Houston,29.740547,-95.56209,2019,107443000000,801000000,3070000000,50580140000,61874
PVH,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.748486,-73.982445,2016,8020000000,75000000,572000000,7489920000,61437
PVH,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.748486,-73.982445,2017,8203000000,126000000,549000000,11114010000,62447
PVH,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.748486,-73.982445,2018,8915000000,-26000000,538000000,7343050000,67274
PVH,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.748486,-73.982445,2019,9657000000,31000000,746000000,8096550000,68486
PVH,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.748486,-73.982445,2020,9909000000,29000000,417000000,7036500000,0
PWR,NYSE,Industrials,Construction & Engineering,TX,Houston,29.73777,-95.46067,2015,7576000000,97000000,120000000,3948750000,56473
PWR,NYSE,Industrials,Construction & Engineering,TX,Houston,29.73777,-95.46067,2016,7651000000,107000000,199000000,5471450000,58146
PWR,NYSE,Industrials,Construction & Engineering,TX,Houston,29.73777,-95.46067,2017,9466000000,36000000,315000000,6140270000,59295
PWR,NYSE,Industrials,Construction & Engineering,TX,Houston,29.73777,-95.46067,2018,11171000000,162000000,293000000,4635400000,59785
PWR,NYSE,Industrials,Construction & Engineering,TX,Houston,29.73777,-95.46067,2019,12112000000,165000000,402000000,6025080000,61874
PXD,NYSE,Energy,Oil & Gas Exploration & Production,TX,Irving,32.8117,-96.9508,2015,3142000000,-155000000,-266000000,18681620000,56473
PXD,NYSE,Energy,Oil & Gas Exploration & Production,TX,Irving,32.8117,-96.9508,2016,3509000000,-403000000,-556000000,29891620000,58146
PXD,NYSE,Energy,Oil & Gas Exploration & Production,TX,Irving,32.8117,-96.9508,2017,5294000000,-524000000,827000000,29384500000,59295
PXD,NYSE,Energy,Oil & Gas Exploration & Production,TX,Irving,32.8117,-96.9508,2018,9379000000,276000000,973000000,22489920000,59785
PXD,NYSE,Energy,Oil & Gas Exploration & Production,TX,Irving,32.8117,-96.9508,2019,9671000000,231000000,753000000,25278790000,61874
PYPL,NASDAQ,Information Technology,Data Processing & Outsourced Services,CA,San Jose,37.3778,-121.92161,2015,9066000000,260000000,1228000000,44489800000,63636
PYPL,NASDAQ,Information Technology,Data Processing & Outsourced Services,CA,San Jose,37.3778,-121.92161,2016,10723000000,230000000,1401000000,48074460000,66637
PYPL,NASDAQ,Information Technology,Data Processing & Outsourced Services,CA,San Jose,37.3778,-121.92161,2017,13077000000,405000000,1795000000,89890020000,69759
PYPL,NASDAQ,Information Technology,Data Processing & Outsourced Services,CA,San Jose,37.3778,-121.92161,2018,15481000000,319000000,2057000000,101160000000,70489
PYPL,NASDAQ,Information Technology,Data Processing & Outsourced Services,CA,San Jose,37.3778,-121.92161,2019,17534000000,539000000,2459000000,128506000000,75235
QCOM,NASDAQ,Information Technology,Semiconductors,CA,San Diego,32.897007,-117.19613,2016,23554000000,1131000000,5705000000,97669600000,66637
QCOM,NASDAQ,Information Technology,Semiconductors,CA,San Diego,32.897007,-117.19613,2017,22291000000,555000000,2466000000,95389800000,69759
QCOM,NASDAQ,Information Technology,Semiconductors,CA,San Diego,32.897007,-117.19613,2018,22611000000,5356000000,-4964000000,83259330000,70489
QCOM,NASDAQ,Information Technology,Semiconductors,CA,San Diego,32.897007,-117.19613,2019,24273000000,3095000000,4386000000,107641000000,75235
QCOM,NASDAQ,Information Technology,Semiconductors,CA,San Diego,32.897007,-117.19613,2020,23531000000,521000000,5198000000,170960000000,0
QRVO,NASDAQ,Information Technology,Semiconductors,NC,Greensboro,36.076504,-79.961334,2016,2611000000,26000000,-29000000,7487660000,53764
QRVO,NASDAQ,Information Technology,Semiconductors,NC,Greensboro,36.076504,-79.961334,2017,3033000000,44000000,-17000000,8458200000,50343
QRVO,NASDAQ,Information Technology,Semiconductors,NC,Greensboro,36.076504,-79.961334,2018,2974000000,57000000,-40000000,7712710000,53369
QRVO,NASDAQ,Information Technology,Semiconductors,NC,Greensboro,36.076504,-79.961334,2019,3090000000,-41000000,133000000,14761210000,54602
QRVO,NASDAQ,Information Technology,Semiconductors,NC,Greensboro,36.076504,-79.961334,2020,3239000000,61000000,334000000,19886090000,0
RCL,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.776655,-80.17684,2015,8299000000,0,666000000,22367410000,48825
RCL,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.776655,-80.17684,2016,8496000000,0,1283000000,17720640000,51176
RCL,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.776655,-80.17684,2017,8778000000,0,1625000000,25764480000,53681
RCL,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.776655,-80.17684,2018,9494000000,0,1811000000,20731480000,54644
RCL,NYSE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",FL,Miami,25.776655,-80.17684,2019,10951000000,0,1879000000,28037100000,55660
REG,NASDAQ,Real Estate,Retail REITs,FL,Jacksonville,30.3369,-81.6614,2015,565000000,0,114000000,6471400000,48825
REG,NASDAQ,Real Estate,Retail REITs,FL,Jacksonville,30.3369,-81.6614,2016,566000000,0,118000000,6963950000,51176
REG,NASDAQ,Real Estate,Retail REITs,FL,Jacksonville,30.3369,-81.6614,2017,986000000,-10000000,149000000,11068800000,53681
REG,NASDAQ,Real Estate,Retail REITs,FL,Jacksonville,30.3369,-81.6614,2018,1128000000,1000000,249000000,9975600000,54644
REG,NASDAQ,Real Estate,Retail REITs,FL,Jacksonville,30.3369,-81.6614,2019,1094000000,0,239000000,10599120000,55660
REGN,NASDAQ,Health Care,Biotechnology,NY,Tarrytown,41.080143,-73.8443,2015,4104000000,589000000,636000000,62430050000,58005
REGN,NASDAQ,Health Care,Biotechnology,NY,Tarrytown,41.080143,-73.8443,2016,4860000000,434000000,896000000,42582440000,61437
REGN,NASDAQ,Health Care,Biotechnology,NY,Tarrytown,41.080143,-73.8443,2017,5872000000,880000000,1199000000,43611360000,62447
REGN,NASDAQ,Health Care,Biotechnology,NY,Tarrytown,41.080143,-73.8443,2018,6711000000,109000000,2444000000,42952500000,67274
REGN,NASDAQ,Health Care,Biotechnology,NY,Tarrytown,41.080143,-73.8443,2019,7863000000,313000000,2116000000,43180200000,68486
RF,NYSE,Financials,Regional Banks,AL,Birmingham,33.51749,-86.80947,2015,3603000000,455000000,1075000000,12806400000,44509
RF,NYSE,Financials,Regional Banks,AL,Birmingham,33.51749,-86.80947,2016,3814000000,514000000,1158000000,18107960000,47221
RF,NYSE,Financials,Regional Banks,AL,Birmingham,33.51749,-86.80947,2017,3987000000,619000000,1241000000,20701440000,51113
RF,NYSE,Financials,Regional Banks,AL,Birmingham,33.51749,-86.80947,2018,4393000000,387000000,1568000000,14744760000,49936
RF,NYSE,Financials,Regional Banks,AL,Birmingham,33.51749,-86.80947,2019,4639000000,403000000,1582000000,17142840000,50536
RHI,NYSE,Industrials,Human Resource & Employment Services,CA,Menlo Park,37.42048,-122.21211,2015,5095000000,223000000,358000000,6269620000,63636
RHI,NYSE,Industrials,Human Resource & Employment Services,CA,Menlo Park,37.42048,-122.21211,2016,5250000000,211000000,343000000,6292620000,66637
RHI,NYSE,Industrials,Human Resource & Employment Services,CA,Menlo Park,37.42048,-122.21211,2017,5267000000,227000000,291000000,6942500000,69759
RHI,NYSE,Industrials,Human Resource & Employment Services,CA,Menlo Park,37.42048,-122.21211,2018,5800000000,157000000,434000000,6978400000,70489
RHI,NYSE,Industrials,Human Resource & Employment Services,CA,Menlo Park,37.42048,-122.21211,2019,6074000000,171000000,454000000,7325400000,75235
RJF,NYSE,Financials,Investment Banking & Brokerage,FL,St Petersburg,27.886093,-82.66539,2016,5519000000,271000000,528000000,10044150000,51176
RJF,NYSE,Financials,Investment Banking & Brokerage,FL,St Petersburg,27.886093,-82.66539,2017,6542000000,289000000,635000000,13127100000,53681
RJF,NYSE,Financials,Investment Banking & Brokerage,FL,St Petersburg,27.886093,-82.66539,2018,7459000000,454000000,855000000,11087090000,54644
RJF,NYSE,Financials,Investment Banking & Brokerage,FL,St Petersburg,27.886093,-82.66539,2019,7986000000,341000000,1032000000,12882240000,55660
RJF,NYSE,Financials,Investment Banking & Brokerage,FL,St Petersburg,27.886093,-82.66539,2020,8198000000,234000000,817000000,13008800000,0
RL,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.764168,-73.971,2016,7405000000,156000000,396000000,7767520000,61437
RL,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.764168,-73.971,2017,6653000000,-6000000,-99000000,8606270000,62447
RL,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.764168,-73.971,2018,6182000000,326000000,163000000,8587180000,67274
RL,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.764168,-73.971,2019,6313000000,152000000,431000000,9612040000,68486
RL,NYSE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NY,New York,40.764168,-73.971,2020,6160000000,-58000000,384000000,7770840000,0
RMD,NYSE,Health Care,Health Care Equipment,CA,San Diego,32.715,-117.1625,2016,1839000000,87000000,352000000,8811100000,66637
RMD,NYSE,Health Care,Health Care Equipment,CA,San Diego,32.715,-117.1625,2017,2067000000,76000000,342000000,12025980000,69759
RMD,NYSE,Health Care,Health Care Equipment,CA,San Diego,32.715,-117.1625,2018,2340000000,206000000,316000000,16397280000,70489
RMD,NYSE,Health Care,Health Care Equipment,CA,San Diego,32.715,-117.1625,2019,2607000000,114000000,405000000,22315680000,75235
RMD,NYSE,Health Care,Health Care Equipment,CA,San Diego,32.715,-117.1625,2020,2957000000,111000000,622000000,31013320000,0
ROK,NYSE,Industrials,Electrical Components & Equipment,WI,Milwaukee,43.01892,-87.91265,2016,5885000000,213000000,729000000,17606400000,59817
ROK,NYSE,Industrials,Electrical Components & Equipment,WI,Milwaukee,43.01892,-87.91265,2017,6311000000,212000000,825000000,25525500000,63451
ROK,NYSE,Industrials,Electrical Components & Equipment,WI,Milwaukee,43.01892,-87.91265,2018,6664000000,795000000,535000000,19110960000,62629
ROK,NYSE,Industrials,Electrical Components & Equipment,WI,Milwaukee,43.01892,-87.91265,2019,6694000000,205000000,695000000,24117730000,61747
ROK,NYSE,Industrials,Electrical Components & Equipment,WI,Milwaukee,43.01892,-87.91265,2020,6331000000,113000000,1022000000,29089710000,0
ROL,NYSE,Industrials,Environmental & Facilities Services,GA,Atlanta,33.816322,-84.3667,2015,1485000000,91000000,152000000,5663461200,50768
ROL,NYSE,Industrials,Environmental & Facilities Services,GA,Atlanta,33.816322,-84.3667,2016,1573000000,93000000,167000000,7371530300,53527
ROL,NYSE,Industrials,Environmental & Facilities Services,GA,Atlanta,33.816322,-84.3667,2017,1674000000,115000000,179000000,10133200000,57016
ROL,NYSE,Industrials,Environmental & Facilities Services,GA,Atlanta,33.816322,-84.3667,2018,1822000000,79000000,232000000,11816749700,55821
ROL,NYSE,Industrials,Environmental & Facilities Services,GA,Atlanta,33.816322,-84.3667,2019,2015000000,58000000,203000000,10854389700,58700
ROP,NYSE,Industrials,Industrial Conglomerates,FL,Sarasota,27.382893,-82.43177,2015,3582000000,306000000,696000000,19358580000,48825
ROP,NYSE,Industrials,Industrial Conglomerates,FL,Sarasota,27.382893,-82.43177,2016,3790000000,282000000,659000000,18674160000,51176
ROP,NYSE,Industrials,Industrial Conglomerates,FL,Sarasota,27.382893,-82.43177,2017,4607000000,63000000,972000000,26936000000,53681
ROP,NYSE,Industrials,Industrial Conglomerates,FL,Sarasota,27.382893,-82.43177,2018,5191000000,254000000,944000000,27718080000,54644
ROP,NYSE,Industrials,Industrial Conglomerates,FL,Sarasota,27.382893,-82.43177,2019,5367000000,460000000,1768000000,37194150000,55660
ROST,NASDAQ,Consumer Discretionary,Apparel Retail,CA,Dublin,37.711304,-121.88807,2016,11940000000,591000000,1021000000,26633600000,66637
ROST,NASDAQ,Consumer Discretionary,Apparel Retail,CA,Dublin,37.711304,-121.88807,2017,12867000000,669000000,1118000000,31698750000,69759
ROST,NASDAQ,Consumer Discretionary,Apparel Retail,CA,Dublin,37.711304,-121.88807,2018,14135000000,678000000,1363000000,31948800000,70489
ROST,NASDAQ,Consumer Discretionary,Apparel Retail,CA,Dublin,37.711304,-121.88807,2019,14984000000,463000000,1587000000,43424660000,75235
ROST,NASDAQ,Consumer Discretionary,Apparel Retail,CA,Dublin,37.711304,-121.88807,2020,16039000000,503000000,1661000000,42605220000,0
RSG,NYSE,Industrials,Environmental & Facilities Services,AZ,Phoenix,33.45,-112.0667,2015,9115000000,446000000,750000000,15440490000,52248
RSG,NYSE,Industrials,Environmental & Facilities Services,AZ,Phoenix,33.45,-112.0667,2016,9388000000,353000000,613000000,19625200000,57100
RSG,NYSE,Industrials,Environmental & Facilities Services,AZ,Phoenix,33.45,-112.0667,2017,10044000000,3000000,1278000000,22919790000,61125
RSG,NYSE,Industrials,Environmental & Facilities Services,AZ,Phoenix,33.45,-112.0667,2018,10040000000,283000000,1037000000,23645520000,62283
RSG,NYSE,Industrials,Environmental & Facilities Services,AZ,Phoenix,33.45,-112.0667,2019,10299000000,222000000,1073000000,28860860000,58945
SBAC,NASDAQ,Real Estate,Specialized REITs,FL,Boca Raton,26.419909,-80.0939,2015,1638000000,9000000,-176000000,13448960000,48825
SBAC,NASDAQ,Real Estate,Specialized REITs,FL,Boca Raton,26.419909,-80.0939,2016,1633000000,11000000,76000000,12907500000,51176
SBAC,NASDAQ,Real Estate,Specialized REITs,FL,Boca Raton,26.419909,-80.0939,2017,1728000000,13000000,104000000,19766560000,53681
SBAC,NASDAQ,Real Estate,Specialized REITs,FL,Boca Raton,26.419909,-80.0939,2018,1866000000,4000000,47000000,18941130000,54644
SBAC,NASDAQ,Real Estate,Specialized REITs,FL,Boca Raton,26.419909,-80.0939,2019,2015000000,40000000,147000000,27713850000,55660
SBUX,NASDAQ,Consumer Discretionary,Restaurants,WA,Seattle,47.6032,-122.3303,2016,21311000000,1380000000,2818000000,82558240000,70310
SBUX,NASDAQ,Consumer Discretionary,Restaurants,WA,Seattle,47.6032,-122.3303,2017,22384000000,1433000000,2885000000,83962660000,75418
SBUX,NASDAQ,Consumer Discretionary,Restaurants,WA,Seattle,47.6032,-122.3303,2018,24720000000,1262000000,4518000000,89838000000,79726
SBUX,NASDAQ,Consumer Discretionary,Restaurants,WA,Seattle,47.6032,-122.3303,2019,26502000000,872000000,3599000000,108405000000,73775
SBUX,NASDAQ,Consumer Discretionary,Restaurants,WA,Seattle,47.6032,-122.3303,2020,23513000000,240000000,928000000,120576000000,0
SCHW,NYSE,Financials,Investment Banking & Brokerage,CA,San Francisco,37.790413,-122.39314,2015,6426000000,832000000,1447000000,43698110000,63636
SCHW,NYSE,Financials,Investment Banking & Brokerage,CA,San Francisco,37.790413,-122.39314,2016,7628000000,1104000000,1889000000,52652980000,66637
SCHW,NYSE,Financials,Investment Banking & Brokerage,CA,San Francisco,37.790413,-122.39314,2017,8960000000,1296000000,2354000000,69503610000,69759
SCHW,NYSE,Financials,Investment Banking & Brokerage,CA,San Francisco,37.790413,-122.39314,2018,10989000000,1055000000,3507000000,56522330000,70489
SCHW,NYSE,Financials,Investment Banking & Brokerage,CA,San Francisco,37.790413,-122.39314,2019,11785000000,1144000000,3704000000,62779200000,75235
SEE,NYSE,Materials,Paper Packaging,NC,Charlotte,35.197845,-80.91606,2015,7032000000,91000000,333000000,9232200000,50797
SEE,NYSE,Materials,Paper Packaging,NC,Charlotte,35.197845,-80.91606,2016,4211000000,96000000,289000000,8931980000,53764
SEE,NYSE,Materials,Paper Packaging,NC,Charlotte,35.197845,-80.91606,2017,4462000000,331000000,58000000,9317700000,50343
SEE,NYSE,Materials,Paper Packaging,NC,Charlotte,35.197845,-80.91606,2018,4733000000,308000000,149000000,5574400000,53369
SEE,NYSE,Materials,Paper Packaging,NC,Charlotte,35.197845,-80.91606,2019,4791000000,77000000,293000000,6173650000,54602
SGEN,NASDAQ,Health Care,Biotechnology,WA,Bothell,47.799892,-122.19616,2015,336802000,0,-120486000,5797777920,67243
SGEN,NASDAQ,Health Care,Biotechnology,WA,Bothell,47.799892,-122.19616,2016,418147000,0,-140111000,7427166420,70310
SGEN,NASDAQ,Health Care,Biotechnology,WA,Bothell,47.799892,-122.19616,2017,482250000,-33357000,-125530000,7659809000,75418
SGEN,NASDAQ,Health Care,Biotechnology,WA,Bothell,47.799892,-122.19616,2018,654700000,-23653000,-222693000,8932732300,79726
SGEN,NASDAQ,Health Care,Biotechnology,WA,Bothell,47.799892,-122.19616,2019,916713000,0,-158650000,18909801480,73775
SHW,NYSE,Materials,Specialty Chemicals,OH,Cleveland,41.49807,-81.691376,2015,11339000000,495000000,1054000000,24662000000,53301
SHW,NYSE,Materials,Specialty Chemicals,OH,Cleveland,41.49807,-81.691376,2016,11856000000,463000000,1133000000,25261560000,53985
SHW,NYSE,Materials,Specialty Chemicals,OH,Cleveland,41.49807,-81.691376,2017,14984000000,-300000000,1811000000,38953800000,59768
SHW,NYSE,Materials,Specialty Chemicals,OH,Cleveland,41.49807,-81.691376,2018,17534000000,251000000,1109000000,37378700000,61633
SHW,NYSE,Materials,Specialty Chemicals,OH,Cleveland,41.49807,-81.691376,2019,17901000000,441000000,1541000000,54269220000,56602
SIRI,NASDAQ,Communication Services,Broadcasting,NY,New York,40.760864,-73.97971,2015,4570000000,382000000,510000000,22120450000,58005
SIRI,NASDAQ,Communication Services,Broadcasting,NY,New York,40.760864,-73.97971,2016,5017000000,346000000,746000000,22094250000,61437
SIRI,NASDAQ,Communication Services,Broadcasting,NY,New York,40.760864,-73.97971,2017,5425000000,616000000,648000000,25320640000,62447
SIRI,NASDAQ,Communication Services,Broadcasting,NY,New York,40.760864,-73.97971,2018,5771000000,245000000,1176000000,26043310000,67274
